album,,sentiment,album
Graduation,"do it faster, makes us stronger. . . . .",0.800000011920929,Graduation
Graduation,"do it faster, makes us stronger. . . . . let's get lost tonight.",0.0,Graduation
Graduation,don't act like i never told ya told ya told ya. never told ya�told ya told ya told ya. never told ya�told ya told ya told ya. never told ya�told ya told ya told ya. never told ya�told ya told ya told ya. never over�never over� never over� never over�.,-0.699999988079071,Graduation
Graduation,don't act like i never told ya.,-0.800000011920929,Graduation
Graduation,"don't act like i never told ya. baby, you're makin' it. . . . n-now th-that that don't kill me.",-0.699999988079071,Graduation
Graduation,"harder, better, faster, stronger. . . n-now th-that that don't kill me.",0.6000000238418579,Graduation
Graduation,heard they'd do anything for a klondike.,-0.5,Graduation
Graduation,"i ask, �cause i'm not sure.",-0.20000000298023224,Graduation
Graduation,i don't know if you got a man or not.,-0.20000000298023224,Graduation
Graduation,i know i got to be right now.,0.30000001192092896,Graduation
Graduation,i need you to hurry up now.,-0.5,Graduation
Graduation,"i'm trippin', i'm caught up in the moment, right?.",0.0,Graduation
Graduation,"i'm trippin', this drink got me saying a lot.",0.4000000059604645,Graduation
Graduation,if god put me in your plans or not.,-0.4000000059604645,Graduation
Graduation,if you made plans or not.,-0.10000000149011612,Graduation
Graduation,"man, i've been waiting all night now.",-0.30000001192092896,Graduation
Graduation,me likey. . .,0.699999988079071,Graduation
Graduation,n-now th-that that don't kill me.,0.10000000149011612,Graduation
Graduation,never over�,0.6000000238418579,Graduation
Graduation,never over�.,0.6000000238418579,Graduation
Graduation,"never over�never over� never over� never over�. . work it, harder make it better do it, faster makes us.",0.699999988079071,Graduation
Graduation,"new gospel, homie, take six.",0.0,Graduation
Graduation,"play secretary, i'm the boss tonight.",0.4000000059604645,Graduation
Graduation,right now!.,0.20000000298023224,Graduation
Graduation,since o.j. had isotoners.,0.0,Graduation
Graduation,since prince was on apollonia.,0.10000000149011612,Graduation
Graduation,"so go ahead, go nuts, go apeshit.",0.10000000149011612,Graduation
Graduation,so how the hell could you front on me?.,-0.8999999761581421,Graduation
Graduation,so we gon' do everything that kan like.,0.10000000149011612,Graduation
Graduation,stronger .,0.699999988079071,Graduation
Graduation,that i would even show up to this fake shit.,-0.800000011920929,Graduation
Graduation,that's how long i been on ya.,0.0,Graduation
Graduation,"there's a thousand you's, there's only one of me.",-0.30000001192092896,Graduation
Graduation,"uh, baby, you're makin' it. . . . n-now th-that that don't kill me.",0.10000000149011612,Graduation
Graduation,"well, i'd do anything for a blonde dyke. and she'll do anything for the limelight. and we'll do anything when the time's right.",0.0,Graduation
Graduation,"work it harder, make it better.",0.0,Graduation
Graduation,"work it, harder make it better do it, faster makes us.",0.4000000059604645,Graduation
Graduation,"work it, make it, do it, makes us.",0.10000000149011612,Graduation
Graduation,you could be my black kate moss tonight.,-0.20000000298023224,Graduation
Graduation,you know how long i've been on ya.,-0.10000000149011612,Graduation
Graduation,you should be honored by my lateness.,0.10000000149011612,Graduation
Graduation,�cause i can't get much wronger.,-0.699999988079071,Graduation
Graduation,�cause i can't wait much longer.,0.0,Graduation
Graduation,�cause it's louis vuitton don night.,-0.20000000298023224,Graduation
Graduation,�cause right now thou hast forsaken us.,-0.20000000298023224,Graduation
Graduation,'round the same time of that blueprint 1.,0.0,Graduation
Graduation,"a idol in my eyes, god of the game.",0.800000011920929,Graduation
Graduation,"and i'm like ""yeah, yeah, we gon' be there"" but.",0.10000000149011612,Graduation
Graduation,"and kept little brother at bay, at a distance.",0.0,Graduation
Graduation,"and them hoes at the show gonna mingle, yo, heh, y'all know.",0.0,Graduation
Graduation,and these beats in my pocket was that blueprint for him.,0.800000011920929,Graduation
Graduation,"and we know, ""new jack city"" got to keep my brother.",0.10000000149011612,Graduation
Graduation,"at least you can brag to ya friends back at the gig"".",0.4000000059604645,Graduation
Graduation,"at the grammys i said, ""i inspired me"".",0.5,Graduation
Graduation,"back in my mind i'm like, ""damn, no way"".",-0.800000011920929,Graduation
Graduation,"back of my mind, ""he could change your life.",0.30000001192092896,Graduation
Graduation,"begin, begin.",0.0,Graduation
Graduation,big brother got his show up at madison square.,0.10000000149011612,Graduation
Graduation,big brother saw me at the bottom of the totem.,-0.20000000298023224,Graduation
Graduation,"but by the black album, i was blacking out.",-0.4000000059604645,Graduation
Graduation,but everything that i felt was more bogus.,-0.8999999761581421,Graduation
Graduation,but he got me out me out my momma crib. then he help me get my momma a crib. . . my big brother was b.i.g.'s brother.,0.4000000059604645,Graduation
Graduation,but i had them singles though.,0.10000000149011612,Graduation
Graduation,but i told somebody else and that's what made shit worse. . .,-0.800000011920929,Graduation
Graduation,but my big brother who i always tried to be.,-0.10000000149011612,Graduation
Graduation,but my shit was more like a finger roll.,-0.800000011920929,Graduation
Graduation,but to be number one i'mma beat my brother.,0.0,Graduation
Graduation,carline told me i could buy two tickets.,0.0,Graduation
Graduation,"cause even if he gave me the rock, it's give-and-go.",0.0,Graduation
Graduation,"fresh off the plane, i'm off to baseline.",0.6000000238418579,Graduation
Graduation,friend.,0.30000001192092896,Graduation
Graduation,"heart of the city, roc-a-fella chain.",0.30000001192092896,Graduation
Graduation,i guess beanie's style was more of a slam dunk.,-0.6000000238418579,Graduation
Graduation,i guess big brother was thinkin' a little different.,-0.10000000149011612,Graduation
Graduation,i guess i'll understand when i get more older.,-0.20000000298023224,Graduation
Graduation,i told jay i did a song with coldplay.,0.0,Graduation
Graduation,i was always on the other side of the peephole.,0.0,Graduation
Graduation,"i'd play my little songs in that old back room. he'd bob his head and say ""damn!",0.0,Graduation
Graduation,if you admire somebody you should go on 'head tell 'em.,-0.10000000149011612,Graduation
Graduation,if you feel the way i feel why don't you wave your hands?. . .,-0.6000000238418579,Graduation
Graduation,it was the pride in me that was drivin' me.,0.699999988079071,Graduation
Graduation,"it's the hard knock life tour, sellout.",-0.10000000149011612,Graduation
Graduation,"j-a-y, and 'ye so shy.",-0.6000000238418579,Graduation
Graduation,let the story begin.,-0.20000000298023224,Graduation
Graduation,my big brother was b.i.g.'s brother.,0.0,Graduation
Graduation,"my mentor, now let the story begin.",0.10000000149011612,Graduation
Graduation,"my mentor, now let the story begin. . .",0.20000000298023224,Graduation
Graduation,"never be the same, never be another.",-0.20000000298023224,Graduation
Graduation,next thing i know he got a song with coldplay.,0.0,Graduation
Graduation,no i.d.,-0.30000001192092896,Graduation
Graduation,"no i.d., my mentor, and that's where the story ends. . . toomp killed this shit",-0.800000011920929,Graduation
Graduation,"not only a client, the presidito, hola, hovito.",0.20000000298023224,Graduation
Graduation,not only did i not get a chance to spit it.,-0.6000000238418579,Graduation
Graduation,"nothing handed out, i'm 'bout to take mine.",-0.6000000238418579,Graduation
Graduation,now he won't even step to his idol to say hi.,-0.800000011920929,Graduation
Graduation,now i'm on the top and everybody on the scrotum. . . . . have you ever walked in the shadow of a giant?.,-0.10000000149011612,Graduation
Graduation,"number one, young hov, also my big brother. . .",0.699999988079071,Graduation
Graduation,"oh, that's you?"".",-0.10000000149011612,Graduation
Graduation,"on that ""diamonds"" remix i swore i spazzed.",-0.10000000149011612,Graduation
Graduation,"only made me more focused, only wrote more potent.",0.20000000298023224,Graduation
Graduation,only thing i wanna know is why i get looked over.,-0.20000000298023224,Graduation
Graduation,partyin' s.o.b.'s and we had packed a crowd.,-0.30000001192092896,Graduation
Graduation,people never get the flowers while they can still smell 'em.,-0.5,Graduation
Graduation,"picture us in the mall, coppin' iceberg and yell out ""jigga"".",-0.5,Graduation
Graduation,shoulda known that was gonna come back around.,0.0,Graduation
Graduation,"shoulda talked to you like a man, shoulda told you first.",0.0,Graduation
Graduation,"sibling rivalry, only i could see.",-0.30000001192092896,Graduation
Graduation,so here's a few words from ya kid brother.,-0.10000000149011612,Graduation
Graduation,stadium status. . .,0.10000000149011612,Graduation
Graduation,standing there like a mime and let the chance pass by.,0.0,Graduation
Graduation,the game gettin' foul so here's a free throw.,-0.30000001192092896,Graduation
Graduation,"then i dropped ""jesus walks"" now i'm on the steeple.",-0.10000000149011612,Graduation
Graduation,then i went and told jay brown.,0.0,Graduation
Graduation,then my big brother came through and kicked my ass.,-0.8999999761581421,Graduation
Graduation,"translate, espa�ol: ""no way, jos�"".",0.0,Graduation
Graduation,used to be dame and biggs' brother.,-0.20000000298023224,Graduation
Graduation,when i kicked a flow it like pick-and-roll.,0.0,Graduation
Graduation,"who was hip hop brother, who was no i.d.",-0.10000000149011612,Graduation
Graduation,"with all these beats i did, at least let him hear it.",-0.20000000298023224,Graduation
Graduation,"yeah, that's what we'll yell out, yell out.",-0.800000011920929,Graduation
Graduation,you know the name do i gotta spell out or tell 'bout.,-0.20000000298023224,Graduation
Graduation,"""ah da da da da."" that's how the fuck you sound.",-0.8999999761581421,Graduation
Graduation,(now i'm with this girl for the rest of my life.,0.0,Graduation
Graduation,"above all things, love, the lights are low, your eyes are bright.",0.8999999761581421,Graduation
Graduation,all of these drunk and hot girls),0.0,Graduation
Graduation,blap!. . .,0.4000000059604645,Graduation
Graduation,"don't tell me, you sing, you about to get a deal.",-0.699999988079071,Graduation
Graduation,"i don't want to drop your friends off, i just want you.",-0.699999988079071,Graduation
Graduation,i thought i'd be with you for only one night.,-0.5,Graduation
Graduation,"it's out of sight, i'm feeling right.",0.699999988079071,Graduation
Graduation,just to mess with these drunk and hot girls.,-0.800000011920929,Graduation
Graduation,just to mess with these drunk and hot girls. . .,-0.800000011920929,Graduation
Graduation,just to mess with these drunk and hot girls. . . driving around town looking for the best spot. for the drunk and hot girls.,-0.4000000059604645,Graduation
Graduation,just to mess with these drunk and hot girls. . . love the dangerous necessity that people seek. without regard to where they are.,-0.6000000238418579,Graduation
Graduation,la-da-da da-da da-da da-da da-da da.,0.20000000298023224,Graduation
Graduation,"oh howwwwww, i want you right now. . ].",0.699999988079071,Graduation
Graduation,"oh, now you sober, how'd i know you'd say that.",-0.20000000298023224,Graduation
Graduation,"please don't fall asleep, baby, we almost back.",-0.5,Graduation
Graduation,"please don't throw up in the car, we almost crashed.",-0.699999988079071,Graduation
Graduation,she go through too much bullshit.,-0.800000011920929,Graduation
Graduation,some drunk and hot girls.,-0.30000001192092896,Graduation
Graduation,stop dancing with your girlfriend and come dance with me.,0.30000001192092896,Graduation
Graduation,stop running up my tab 'cause these drinks is not free.,-0.800000011920929,Graduation
Graduation,stop talking 'bout your boyfriend since he is not me.,-0.800000011920929,Graduation
Graduation,that drunk and hot girl). . . we go through too much bullshit just to mess with these drunk and hot girls. . we gonna through too much bullshit just to mess with these drunk and hot girls. . (we go through too much bullshit to mess mess with these drunk.,-0.800000011920929,Graduation
Graduation,the human heart is curious.,0.30000001192092896,Graduation
Graduation,"the music plays, it's sweet delight.",0.8999999761581421,Graduation
Graduation,up in the club look at here what we got.,-0.30000001192092896,Graduation
Graduation,we go through too much bullshit.,-0.800000011920929,Graduation
Graduation,"you drunk and hot girl, yeah.",0.10000000149011612,Graduation
Graduation,you drunk and hot girl.,0.0,Graduation
Graduation,you drunk and hot girl. . . we go through too much bullshit.,-0.8999999761581421,Graduation
Graduation,"you only live once, do whatever you like.",0.20000000298023224,Graduation
Graduation,you want to sit down but we hit the drive-thru.,-0.20000000298023224,Graduation
Graduation,your dress is tight.,-0.20000000298023224,Graduation
Graduation,'til i got flashed by the paparazzi.,-0.10000000149011612,Graduation
Graduation,and if somebody would've told me a month ago.,-0.6000000238418579,Graduation
Graduation,and the weather so breezy.,0.8999999761581421,Graduation
Graduation,and try to hit you with the ol-wu-wopte.,-0.30000001192092896,Graduation
Graduation,as you recall you know i love to show off.,0.800000011920929,Graduation
Graduation,"aye, babe, lately, you've been all on my brain.",0.699999988079071,Graduation
Graduation,but i never thought that you would take it this far.,0.5,Graduation
Graduation,but she believe in shoes and cars.,0.0,Graduation
Graduation,but you never thought that i would take it this far.,0.6000000238418579,Graduation
Graduation,"come home, you know you can't roam without caesar. . . as i recall i know you love to show off.",0.0,Graduation
Graduation,couture from the store's departments.,-0.10000000149011612,Graduation
Graduation,"damn, these niggas got me.",0.4000000059604645,Graduation
Graduation,feeling like katrina with no fema.,-0.10000000149011612,Graduation
Graduation,"first class with the seat back, i still see ya. in my past, you on the other side of the glass. of my memory's museum.",0.5,Graduation
Graduation,"flashing lights, flashing lights.",-0.10000000149011612,Graduation
Graduation,"flashing lights, flashing lights. . .",-0.20000000298023224,Graduation
Graduation,"frontin' though: yo, i wouldn't wanna know.",-0.4000000059604645,Graduation
Graduation,"i get a call, like, ""where are you, yeezy?"".",-0.10000000149011612,Graduation
Graduation,i hate these niggas more than a nazi. . . as i recall i know you love to show off.,-0.800000011920929,Graduation
Graduation,"i know it was foul, baby.",-0.800000011920929,Graduation
Graduation,"i know it's been a while, sweetheart.",0.0,Graduation
Graduation,"i'm just sayin', hey, mona lisa.",0.0,Graduation
Graduation,i'm more of the trips to florida.,0.0,Graduation
Graduation,if somebody would've told me a year ago.,-0.6000000238418579,Graduation
Graduation,it'll go get this difficult.,-0.5,Graduation
Graduation,like a flight with no visa.,-0.5,Graduation
Graduation,like martin with no gina.,0.0,Graduation
Graduation,"man, why can't life always be this easy?.",0.4000000059604645,Graduation
Graduation,"ordered the hors d'oeuvres, views of the water.",0.20000000298023224,Graduation
Graduation,she don't believe in shootin' stars.,-0.800000011920929,Graduation
Graduation,she in the mirror dancin' so sleazy.,0.0,Graduation
Graduation,straight from a page of your favorite author.,0.699999988079071,Graduation
Graduation,"we hardly talk, i was doin' my thang.",-0.5,Graduation
Graduation,what do i know? .,-0.10000000149011612,Graduation
Graduation,what do i know? . . .,-0.10000000149011612,Graduation
Graduation,what do you know? .,-0.10000000149011612,Graduation
Graduation,what do you know? . .,-0.10000000149011612,Graduation
Graduation,wood floors in the new apartment.,0.0,Graduation
Graduation,"you more like ""love to start shit"".",-0.800000011920929,Graduation
Graduation,"'cause everything i'm not made me everything i am. .  . damn, here we go again.",-0.30000001192092896,Graduation
Graduation,"'cause they want gun talk, or i don't wear enough.",-0.5,Graduation
Graduation,"baggy clothes, reeboks, or a-di-dos.",-0.30000001192092896,Graduation
Graduation,be light as al b or black as chauncey.,-0.10000000149011612,Graduation
Graduation,but everything i'm not made me everything i am.,0.0,Graduation
Graduation,but i got the facts to back this.,0.10000000149011612,Graduation
Graduation,but i'll just take the i got a lot of cheese award. . .,0.0,Graduation
Graduation,can i add that he do spaz out at his shows.,-0.10000000149011612,Graduation
Graduation,"common passed on this beat, i made it to a jam.",0.0,Graduation
Graduation,"damn, here we go again.",-0.10000000149011612,Graduation
Graduation,do you know what it feel like when people is passin'?. he got changed over his chains a block off ashland.,-0.4000000059604645,Graduation
Graduation,everybody saying what's not for him.,-0.5,Graduation
Graduation,everything i'm not made me everything i am,-0.20000000298023224,Graduation
Graduation,everything i'm not made me everything i am. . .,-0.20000000298023224,Graduation
Graduation,everything i'm not made me everything i am. . . and i'm back to tear it up.,-0.30000001192092896,Graduation
Graduation,fake-ass facade that they couldn't keep up.,-0.800000011920929,Graduation
Graduation,goodbye to the india arie award.,-0.20000000298023224,Graduation
Graduation,"haters start your engines, i hear 'em gearing up.",-0.5,Graduation
Graduation,he was as black as the street was.,-0.10000000149011612,Graduation
Graduation,i know people wouldn't usually rap this.,-0.30000001192092896,Graduation
Graduation,"i need to talk to somebody, pastor.",-0.30000001192092896,Graduation
Graduation,i never could see why people reach a.,-0.6000000238418579,Graduation
Graduation,i'll never be as laid back as this beat was.,0.0,Graduation
Graduation,i'll never be picture-perfect beyonc�.,0.0,Graduation
Graduation,i'll never rock a mink coat in the wintertime like killa cam. or rock some mink boots in the summertime like will.i.am.,0.0,Graduation
Graduation,"just last year, chicago had over 600 caskets.",0.0,Graduation
Graduation,"let me know if you feel it, man.",-0.20000000298023224,Graduation
Graduation,"man, killing's some wack shit.",-0.8999999761581421,Graduation
Graduation,"my fifteen seconds up, but i got more to say.",0.10000000149011612,Graduation
Graduation,now everything i'm not made me everything i am.,0.20000000298023224,Graduation
Graduation,"oh, i forgot, 'cept for when niggas is rappin'.",-0.10000000149011612,Graduation
Graduation,"okay, fair enough, the streets is flaring up.",-0.6000000238418579,Graduation
Graduation,people talk so much shit about me at barbershops.,-0.8999999761581421,Graduation
Graduation,"people talking shit, but when the shit hit the fan.",-0.800000011920929,Graduation
Graduation,"pink slip on my door, 'cause i can't afford to stay.",-0.5,Graduation
Graduation,remember him from blackstreet?,-0.10000000149011612,Graduation
Graduation,so say goodbye to the naacp award.,-0.30000001192092896,Graduation
Graduation,"talking shit, but when the shit hit the fan.",-0.800000011920929,Graduation
Graduation,that's enough mr.,0.10000000149011612,Graduation
Graduation,"the church want tithe, so i can't afford to pay.",-0.6000000238418579,Graduation
Graduation,they forget to get their hair cut.,-0.6000000238418579,Graduation
Graduation,they'd rather give me the n-nigga please award.,-0.5,Graduation
Graduation,"west, please, no more today. . .",-0.699999988079071,Graduation
Graduation,you see how i creeped up?.,-0.10000000149011612,Graduation
Graduation,you see how i played a big role in chicago like queen latifah?.,0.0,Graduation
Graduation,"'till then, get money and stunt and stay glorious.",0.4000000059604645,Graduation
Graduation,after each and every show a couple dykes in the van.,-0.5,Graduation
Graduation,and i'm gonna stop killing these niggas soon as the chorus hit.,-0.30000001192092896,Graduation
Graduation,"any one: big pun, big l or notorious.",-0.10000000149011612,Graduation
Graduation,but with my ego.,-0.699999988079071,Graduation
Graduation,cameras flash so much.,-0.20000000298023224,Graduation
Graduation,"dog, are you fucking kidding?.",-0.8999999761581421,Graduation
Graduation,even if i don't hit again?.,-0.4000000059604645,Graduation
Graduation,"goal, in my mind i can't study war, yeah my.",0.0,Graduation
Graduation,gonna take you to the glory.,0.6000000238418579,Graduation
Graduation,house on the hill.,0.10000000149011612,Graduation
Graduation,how i'm suppose to stand out when everybody get dressed up?.,-0.30000001192092896,Graduation
Graduation,i can stand there in a speedo. and be looked at like a fucking hero.,-0.699999988079071,Graduation
Graduation,"i can't study no, yeah my.",-0.699999988079071,Graduation
Graduation,"i can't study no, yeah my. . .",-0.699999988079071,Graduation
Graduation,"i can't study no, yeah my. . . can i talk my shit again?.",-0.800000011920929,Graduation
Graduation,"i can't study no, yeah my. . . what am i supposed to do now?.",-0.8999999761581421,Graduation
Graduation,"i can't study war, yeah my",-0.5,Graduation
Graduation,"i can't study war, yeah my.",-0.4000000059604645,Graduation
Graduation,"i can't study war, yeah my. . . now where the south side.",-0.5,Graduation
Graduation,i did it for the glory.,0.0,Graduation
Graduation,i did it for the glory. . . yeah my.,0.10000000149011612,Graduation
Graduation,i guess after i live i wanna be compared to b.i.g.,-0.10000000149011612,Graduation
Graduation,i hear people compare themselves to big a lot.,-0.5,Graduation
Graduation,"i know, i know i look better in real life.",0.20000000298023224,Graduation
Graduation,i spent that gas money on clothes with logos.,-0.20000000298023224,Graduation
Graduation,"i think hennessy, i drink, i'm gone.",-0.5,Graduation
Graduation,i touched on everything.,-0.10000000149011612,Graduation
Graduation,i'm like gnarls barkley meets charles barkley.,0.30000001192092896,Graduation
Graduation,"i'm on a world tour with common, my man.",0.10000000149011612,Graduation
Graduation,"i'm pop the barkers, i'm hood the parkers.",0.0,Graduation
Graduation,i'm zonin'. class back in session so i upped it a grade.,0.4000000059604645,Graduation
Graduation,in my soul.,0.6000000238418579,Graduation
Graduation,"in two years dwayne wayne became dwyane wade. and hey, please don't start me.",-0.800000011920929,Graduation
Graduation,it's easy.,0.5,Graduation
Graduation,"louis vuitton stitch, with donatella versace.",0.0,Graduation
Graduation,man the game all messed up.,-0.800000011920929,Graduation
Graduation,"married to the game, rock a chain 'steada wedding ring.",0.5,Graduation
Graduation,"my hat, my shoes, my coat.",0.10000000149011612,Graduation
Graduation,now where the south side.,0.0,Graduation
Graduation,now where the west side.,-0.20000000298023224,Graduation
Graduation,off that bacardi limon and corona.,0.0,Graduation
Graduation,on nights when 'ye romance.,0.30000001192092896,Graduation
Graduation,she asking about the speed boats yeah i admit we rented 'em.,-0.10000000149011612,Graduation
Graduation,"so yeah, at the grammys i went ultra travolta.",0.0,Graduation
Graduation,"tank on empty, whipping my mamma's volvo.",-0.4000000059604645,Graduation
Graduation,that i gotta do that yayo dance.,0.10000000149011612,Graduation
Graduation,"that's louis vuitton, bitch.",-0.8999999761581421,Graduation
Graduation,"the fur is hermes, shit that you don't floss.",-0.800000011920929,Graduation
Graduation,"the glory, the story, the chain, the polo, the night.",0.699999988079071,Graduation
Graduation,the glory.,0.699999988079071,Graduation
Graduation,"the goyard so hard man, i'm hugo's boss.",0.0,Graduation
Graduation,"the grind, the empty bottles of no-doz.",-0.5,Graduation
Graduation,"the hood love to listen to jeezy and weezy. and, oh yeah, yeezy.",0.8999999761581421,Graduation
Graduation,these haters be killing themselves they wanna come and get the glory. . . yeah my.,-0.10000000149011612,Graduation
Graduation,two doors from tracey ross. and i'm asking about her girlfriends.,0.0,Graduation
Graduation,when you meet me in person what do you feel like?.,0.0,Graduation
Graduation,while y'all was in limbo i raised the bar up.,-0.30000001192092896,Graduation
Graduation,why i gotta ask what that tudor cost?.,-0.6000000238418579,Graduation
Graduation,y'all bridesmaids catch the garter.,0.0,Graduation
Graduation,yeah i'mma stop killing these niggas soon as the chorus hit.,-0.20000000298023224,Graduation
Graduation,yeah that tuxedo might have been a little guido.,-0.30000001192092896,Graduation
Graduation,"yeah, the dark skin'ed ones.",0.0,Graduation
Graduation,"you know b.i.g. and pac, you know to get it hot.",0.6000000238418579,Graduation
Graduation,and from that point i never blow her off.,-0.4000000059604645,Graduation
Graduation,and guess when i heard that?,-0.20000000298023224,Graduation
Graduation,and make 'em straighten up their hat.,-0.10000000149011612,Graduation
Graduation,and you say chi city!.,-0.4000000059604645,Graduation
Graduation,"but my name is windy and i like to blow trees"".",0.20000000298023224,Graduation
Graduation,"but they just not you"" and i just got through.",-0.6000000238418579,Graduation
Graduation,"cause i'm comin' home again. . baby, do you remember when.",0.10000000149011612,Graduation
Graduation,cause i'm comin' home again. . do you think about me now and then?.,-0.699999988079071,Graduation
Graduation,chi city!,0.30000001192092896,Graduation
Graduation,chi city!. . .,0.20000000298023224,Graduation
Graduation,comin' home again.,0.4000000059604645,Graduation
Graduation,do you think about me now and then?.,-0.4000000059604645,Graduation
Graduation,"every interview i'm representin' you, makin' you proud.",0.8999999761581421,Graduation
Graduation,fireworks at lake michigan?.,0.0,Graduation
Graduation,i guess that's why i'm here and i can't come back home.,-0.699999988079071,Graduation
Graduation,i guess that's why last winter she got so cold on me.,-0.699999988079071,Graduation
Graduation,i guess you never know what you got 'til it's gone.,-0.10000000149011612,Graduation
Graduation,"i met this girl when i was 3 years old. and what i loved most, she had so much soul.",0.8999999761581421,Graduation
Graduation,i told her in my heart is where she'll always be.,0.699999988079071,Graduation
Graduation,i'm comin' home again.,0.30000001192092896,Graduation
Graduation,"if you don't know by now, i'm talking 'bout chi-town. . .",-0.10000000149011612,Graduation
Graduation,"in the nighttime her face lit up, so astoundin'.",0.20000000298023224,Graduation
Graduation,it always seems like she talking 'bout me.,-0.6000000238418579,Graduation
Graduation,"jump in the crowd, spark your lighters, wave 'em around.",0.0,Graduation
Graduation,"keep making that platinum and gold for me!"". . .",0.8999999761581421,Graduation
Graduation,"knew i was gang affiliated, got on tv and told on me.",0.0,Graduation
Graduation,"loyee oyeee oh, loyee oyeee oh.",0.30000001192092896,Graduation
Graduation,maybe we can start again,0.0,Graduation
Graduation,"maybe we can start again. . . but if you really cared for her, then you wouldn't have never hit the airport to follow your dreams.",-0.20000000298023224,Graduation
Graduation,"maybe we can start again. . . loyee oyeee oh, loyee oyeee oh.",0.0,Graduation
Graduation,"niggas come from out of town, i like to show her off.",0.4000000059604645,Graduation
Graduation,now everybody got the game figured out all wrong.,-0.30000001192092896,Graduation
Graduation,now i'm comin' home again.,0.20000000298023224,Graduation
Graduation,"oh, now i'm comin' home again.",0.20000000298023224,Graduation
Graduation,"oh, now i'm comin' home again. . baby, do you remember when.",0.20000000298023224,Graduation
Graduation,"reach for the stars so if you fall, you land on a cloud.",0.0,Graduation
Graduation,she never messed with entertainers cause they always leave.,0.699999988079071,Graduation
Graduation,"she said, ""'ye, keep making that, keep making that.",0.4000000059604645,Graduation
Graduation,"she said, ""excuse me, lil homie, i know you don't know me.",-0.800000011920929,Graduation
Graduation,"she said, ""it felt like they walked and drove on me"".",-0.4000000059604645,Graduation
Graduation,"she said, ""you left your kids, and they just like you.",-0.5,Graduation
Graduation,"sometimes i still talk to her, but when i talk to her.",0.10000000149011612,Graduation
Graduation,talking 'bout what niggas tryin' to do: just not new.,-0.6000000238418579,Graduation
Graduation,"they like to act tough, she like to tore 'em off.",-0.800000011920929,Graduation
Graduation,they wanna rap and make soul beats just like you.,-0.699999988079071,Graduation
Graduation,when i was back home.,0.0,Graduation
Graduation,�cause i'm comin' home again. . . .,0.20000000298023224,Graduation
Graduation,"�cause she know they soft. and when i grew up, she showed me how to go downtown.",0.699999988079071,Graduation
Graduation,and i ain't sayin' we was from the projects.,-0.5,Graduation
Graduation,and i don't know what he did for dough.,-0.6000000238418579,Graduation
Graduation,brand new harebrained scheme to get rich from.,0.0,Graduation
Graduation,but every time i wanted layaway or a deposit.,-0.699999988079071,Graduation
Graduation,but he'd send me back to school with a new wardrobe. . .,-0.10000000149011612,Graduation
Graduation,"cause every summer, he'd get some.",0.5,Graduation
Graduation,did you realize.,-0.20000000298023224,Graduation
Graduation,drop gems like i dropped out of pe.,-0.6000000238418579,Graduation
Graduation,everybody want it but it ain't that serious.,-0.4000000059604645,Graduation
Graduation,"everybody want it, but it ain't that serious.",-0.4000000059604645,Graduation
Graduation,"everything i wanted, man it seem so serious.",0.8999999761581421,Graduation
Graduation,"i don't know, i just want it better for my kids.",-0.20000000298023224,Graduation
Graduation,i don't see why i need a stylist.,-0.699999988079071,Graduation
Graduation,i guess i cleaned up my act like prince'd do.,-0.30000001192092896,Graduation
Graduation,i guess me if it isn't you.,-0.20000000298023224,Graduation
Graduation,i think he did.,0.0,Graduation
Graduation,"i wish her heart still was in rhymin'. 'cause who the kids gon' listen to, huh?.",-0.6000000238418579,Graduation
Graduation,"if not for pleasure, then at least for the principle.",0.0,Graduation
Graduation,"in the movie,i ain't talkin' 'bout the rich ones.",0.0,Graduation
Graduation,"just a little somethin', show you how we live.",0.0,Graduation
Graduation,"just a little something, show you how we live.",0.10000000149011612,Graduation
Graduation,last week i paid a visit to the institute.,-0.10000000149011612,Graduation
Graduation,"mhm, that's that shit.",-0.800000011920929,Graduation
Graduation,"my dad'd say ""when you see clothes, close your eyelids"".",-0.30000001192092896,Graduation
Graduation,now they know they invincible. . .,0.0,Graduation
Graduation,runners on their mark and they pop their guns.,0.20000000298023224,Graduation
Graduation,so i packed it up and brought it back to the crib.,-0.10000000149011612,Graduation
Graduation,"so if you gon' do it, do it just like this. . . did you realize.",-0.4000000059604645,Graduation
Graduation,"so if you gon' do it, do it just like this... like this. . . did you realize.",-0.4000000059604645,Graduation
Graduation,stand up stand up here he comes.,0.6000000238418579,Graduation
Graduation,tell me what it takes to be number one.,0.0,Graduation
Graduation,tell me what it takes to be number one. . . did you realize.,-0.10000000149011612,Graduation
Graduation,that you were a champion in their eyes?,-0.10000000149011612,Graduation
Graduation,that you were a champion in their eyes?. . .,-0.30000001192092896,Graduation
Graduation,"they got the cd, they got to see me.",0.699999988079071,Graduation
Graduation,they got the dropout keepin' kids in the school.,0.0,Graduation
Graduation,they used to feel invisible.,-0.5,Graduation
Graduation,this is the story of a champion.,0.10000000149011612,Graduation
Graduation,we was sort of like will smith and his son.,0.0,Graduation
Graduation,when he packed it up and brought it back to the crib.,0.0,Graduation
Graduation,when i shop so much i can speak italian.,0.6000000238418579,Graduation
Graduation,when it feel like living's harder than dyin'. for me givin' up's way harder than tryin'. lauryn hill said her heart was in zion.,0.30000001192092896,Graduation
Graduation,yes i did.,0.30000001192092896,Graduation
